date,rank,song,artist,last-week,peak-rank,weeks-on-board
2021-08-07,100,Still Chose You,The Kid LAROI Featuring Mustard,,100,1
2021-07-31,1,Butter,BTS,7,1,9
2021-07-31,2,Good 4 U,Olivia Rodrigo,2,1,10
2021-07-31,3,Levitating,Dua Lipa,4,2,42
2021-07-31,4,Stay,The Kid LAROI & Justin Bieber,3,3,2
2021-07-31,5,Kiss Me More,Doja Cat Featuring SZA,5,3,15
2021-07-31,6,Bad Habits,Ed Sheeran,6,5,4
2021-07-31,7,Permission To Dance,BTS,1,1,2
2021-07-31,8,Montero (Call Me By Your Name),Lil Nas X,8,1,17
2021-07-31,9,Deja Vu,Olivia Rodrigo,10,3,16
2021-07-31,10,Save Your Tears,The Weeknd & Ariana Grande,9,1,32
2021-07-31,11,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,11,1,18
2021-07-31,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),12,1,20
2021-07-31,13,Rapstar,Polo G,14,1,15
2021-07-31,14,Wild Side,Normani Featuring Cardi B,,14,1
2021-07-31,15,Fancy Like,Walker Hayes,21,15,5
2021-07-31,16,Heartbreak Anniversary,Giveon,18,16,23
2021-07-31,17,Blinding Lights,The Weeknd,17,1,85
2021-07-31,18,Astronaut In The Ocean,Masked Wolf,15,6,23
2021-07-31,19,You Right,Doja Cat & The Weeknd,19,11,4
2021-07-31,20,Without You,The Kid LAROI,20,8,33
2021-07-31,21,Forever After All,Luke Combs,22,2,39
2021-07-31,22,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,23,20,12
2021-07-31,23,Motley Crew,Post Malone,13,13,2
2021-07-31,24,Leave Before You Love Me,Marshmello X Jonas Brothers,28,24,9
2021-07-31,25,Thot Shit,Megan Thee Stallion,25,16,6
2021-07-31,26,Lil Bit,Nelly & Florida Georgia Line,29,23,18
2021-07-31,27,Single Saturday Night,Cole Swindell,27,26,12
2021-07-31,28,Famous Friends,Chris Young + Kane Brown,24,21,17
2021-07-31,29,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,26,13,20
2021-07-31,30,Whole Lotta Money,BIA Featuring Nicki Minaj,16,16,2
2021-07-31,31,Ain't Shit,Doja Cat,34,24,4
2021-07-31,32,Heat Waves,Glass Animals,35,19,27
2021-07-31,33,Late At Night,Roddy Ricch,33,20,7
2021-07-31,34,Glad You Exist,Dan + Shay,31,31,24
2021-07-31,35,Beggin',Maneskin,41,35,4
2021-07-31,36,Blame It On You,Jason Aldean,30,30,13
2021-07-31,37,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,40,37,8
2021-07-31,38,Telepatia,Kali Uchis,36,25,22
2021-07-31,39,Traitor,Olivia Rodrigo,45,9,9
2021-07-31,40,Best Friend,Saweetie Featuring Doja Cat,32,14,28
2021-07-31,41,Mood,24kGoldn Featuring iann dior,43,1,50
2021-07-31,42,My Ex's Best Friend,Machine Gun Kelly X blackbear,44,20,49
2021-07-31,43,Drivers License,Olivia Rodrigo,42,1,28
2021-07-31,44,Yonaguni,Bad Bunny,38,10,7
2021-07-31,45,Todo de Ti,Rauw Alejandro,47,32,8
2021-07-31,46,Need To Know,Doja Cat,63,38,6
2021-07-31,47,Wants And Needs,Drake Featuring Lil Baby,37,2,20
2021-07-31,48,Wockesha,Moneybagg Yo,46,33,13
2021-07-31,49,Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,,49,1
2021-07-31,50,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,,50,1
2021-07-31,51,Things A Man Oughta Know,Lainey Wilson,59,51,10
2021-07-31,52,pov,Ariana Grande,48,27,20
2021-07-31,53,Settling Down,Miranda Lambert,54,41,19
2021-07-31,54,Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,,54,1
2021-07-31,55,One Too Many,Keith Urban Duet With P!nk,52,52,32
2021-07-31,56,Ball If I Want To,DaBaby,51,39,5
2021-07-31,57,Arcade,Duncan Laurence,58,57,15
2021-07-31,58,Chasing After You,Ryan Hurd With Maren Morris,56,56,12
2021-07-31,59,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,53,53,13
2021-07-31,60,You,Regard x Troye Sivan x Tate McRae,61,60,6
2021-07-31,61,Waves,Luke Bryan,73,61,5
2021-07-31,62,Way Less Sad,AJR,60,54,13
2021-07-31,63,Gone,Dierks Bentley,55,26,19
2021-07-31,64,Woo Baby,Pop Smoke Featuring Chris Brown,,64,1
2021-07-31,65,We Didn't Have Much,Justin Moore,70,65,5
2021-07-31,66,Country Again,Thomas Rhett,71,66,12
2021-07-31,67,Essence,Wizkid Featuring Justin Bieber & Tems,72,67,3
2021-07-31,68,Favorite Crime,Olivia Rodrigo,57,16,9
2021-07-31,69,my.life,"J. Cole, 21 Savage & Morray",65,2,10
2021-07-31,70,Memory,Kane Brown X blackbear,50,50,2
2021-07-31,71,Mr. Jones,Pop Smoke Featuring Future,,71,1
2021-07-31,72,Straightenin,Migos,62,23,10
2021-07-31,73,AM,Nio Garcia X J Balvin X Bad Bunny,66,41,4
2021-07-31,74,Ski,Young Thug & Gunna,64,18,14
2021-07-31,75,NDA,Billie Eilish,39,39,2
2021-07-31,76,Happier,Olivia Rodrigo,68,15,9
2021-07-31,77,Tombstone,Rod Wave,81,11,17
2021-07-31,78,A-O-K,Tai Verdes,83,78,3
2021-07-31,79,Red Light Green Light,DaBaby,67,50,4
2021-07-31,80,More Time,Pop Smoke,,80,1
2021-07-31,81,Hats Off,"Lil Baby, Lil Durk & Travis Scott",75,16,7
2021-07-31,82,Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,,82,1
2021-07-31,83,Minimum Wage,Blake Shelton,82,67,11
2021-07-31,84,Come Through,H.E.R. Featuring Chris Brown,79,64,7
2021-07-31,85,Fiel,"Los Legendarios, Wisin & Jhay Cortez",77,62,6
2021-07-31,86,Demeanor,Pop Smoke Featuring Dua Lipa,,86,1
2021-07-31,87,2055,Sleepy Hallow,,87,1
2021-07-31,88,Brutal,Olivia Rodrigo,76,12,9
2021-07-31,89,Love Again,Dua Lipa,,89,1
2021-07-31,90,I Was On A Boat That Day,Old Dominion,85,85,3
2021-07-31,91,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",69,14,4
2021-07-31,92,transparentsoul,Willow Featuring Travis Barker,93,76,6
2021-07-31,93,Am I The Only One,Aaron Lewis,,14,2
2021-07-31,94,Twerkulator,City Girls,80,51,7
2021-07-31,95,My Boy,Elvie Shane,90,88,4
2021-07-31,96,Build A Bitch,Bella Poarch,84,56,10
2021-07-31,97,30,Pop Smoke Featuring Bizzy Banks,,97,1
2021-07-31,98,You Should Probably Leave,Chris Stapleton,91,90,3
2021-07-31,99,"Jealousy, Jealousy",Olivia Rodrigo,87,24,9
2021-07-31,100,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,95,3
2021-07-24,1,Permission To Dance,BTS,,1,1
2021-07-24,2,Good 4 U,Olivia Rodrigo,2,1,9
2021-07-24,3,Stay,The Kid LAROI & Justin Bieber,,3,1
2021-07-24,4,Levitating,Dua Lipa,3,2,41
2021-07-24,5,Kiss Me More,Doja Cat Featuring SZA,4,3,14
2021-07-24,6,Bad Habits,Ed Sheeran,6,5,3
2021-07-24,7,Butter,BTS,1,1,8
2021-07-24,8,Montero (Call Me By Your Name),Lil Nas X,5,1,16
2021-07-24,9,Save Your Tears,The Weeknd & Ariana Grande,9,1,31
2021-07-24,10,Deja Vu,Olivia Rodrigo,10,3,15
2021-07-24,11,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,8,1,17
2021-07-24,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),7,1,19
2021-07-24,13,Motley Crew,Post Malone,,13,1
2021-07-24,14,Rapstar,Polo G,12,1,14
2021-07-24,15,Astronaut In The Ocean,Masked Wolf,11,6,22
2021-07-24,16,Whole Lotta Money,BIA Featuring Nicki Minaj,,16,1
2021-07-24,17,Blinding Lights,The Weeknd,15,1,84
2021-07-24,18,Heartbreak Anniversary,Giveon,19,16,22
2021-07-24,19,You Right,Doja Cat & The Weeknd,13,11,3
2021-07-24,20,Without You,The Kid LAROI,16,8,32
2021-07-24,21,Fancy Like,Walker Hayes,20,20,4
2021-07-24,22,Forever After All,Luke Combs,18,2,38
2021-07-24,23,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,21,20,11
2021-07-24,24,Famous Friends,Chris Young + Kane Brown,22,21,16
2021-07-24,25,Thot Shit,Megan Thee Stallion,17,16,5
2021-07-24,26,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,23,13,19
2021-07-24,27,Single Saturday Night,Cole Swindell,26,26,11
2021-07-24,28,Leave Before You Love Me,Marshmello X Jonas Brothers,28,28,8
2021-07-24,29,Lil Bit,Nelly & Florida Georgia Line,25,23,17
2021-07-24,30,Blame It On You,Jason Aldean,31,30,12
2021-07-24,31,Glad You Exist,Dan + Shay,35,31,23
2021-07-24,32,Best Friend,Saweetie Featuring Doja Cat,24,14,27
2021-07-24,33,Late At Night,Roddy Ricch,32,20,6
2021-07-24,34,Ain't Shit,Doja Cat,41,24,3
2021-07-24,35,Heat Waves,Glass Animals,27,19,26
2021-07-24,36,Telepatia,Kali Uchis,34,25,21
2021-07-24,37,Wants And Needs,Drake Featuring Lil Baby,29,2,19
2021-07-24,38,Yonaguni,Bad Bunny,30,10,6
2021-07-24,39,NDA,Billie Eilish,,39,1
2021-07-24,40,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,40,40,7
2021-07-24,41,Beggin',Maneskin,46,41,3
2021-07-24,42,Drivers License,Olivia Rodrigo,33,1,27
2021-07-24,43,Mood,24kGoldn Featuring iann dior,36,1,49
2021-07-24,44,My Ex's Best Friend,Machine Gun Kelly X blackbear,43,20,48
2021-07-24,45,Traitor,Olivia Rodrigo,38,9,8
2021-07-24,46,Wockesha,Moneybagg Yo,37,33,12
2021-07-24,47,Todo de Ti,Rauw Alejandro,39,32,7
2021-07-24,48,pov,Ariana Grande,42,27,19
2021-07-24,49,Calling My Phone,Lil Tjay Featuring 6LACK,45,3,22
2021-07-24,50,Memory,Kane Brown X blackbear,,50,1
2021-07-24,51,Ball If I Want To,DaBaby,47,39,4
2021-07-24,52,One Too Many,Keith Urban Duet With P!nk,66,52,31
2021-07-24,53,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,63,53,12
2021-07-24,54,Settling Down,Miranda Lambert,53,41,18
2021-07-24,55,Gone,Dierks Bentley,48,26,18
2021-07-24,56,Chasing After You,Ryan Hurd With Maren Morris,62,56,11
2021-07-24,57,Favorite Crime,Olivia Rodrigo,52,16,8
2021-07-24,58,Arcade,Duncan Laurence,58,58,14
2021-07-24,59,Things A Man Oughta Know,Lainey Wilson,51,51,9
2021-07-24,60,Way Less Sad,AJR,54,54,12
2021-07-24,61,You,Regard x Troye Sivan x Tate McRae,60,60,5
2021-07-24,62,Straightenin,Migos,55,23,9
2021-07-24,63,Need To Know,Doja Cat,64,38,5
2021-07-24,64,Ski,Young Thug & Gunna,56,18,13
2021-07-24,65,my.life,"J. Cole, 21 Savage & Morray",61,2,9
2021-07-24,66,AM,Nio Garcia X J Balvin X Bad Bunny,57,41,3
2021-07-24,67,Red Light Green Light,DaBaby,50,50,3
2021-07-24,68,Happier,Olivia Rodrigo,59,15,8
2021-07-24,69,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",44,14,3
2021-07-24,70,We Didn't Have Much,Justin Moore,75,70,4
2021-07-24,71,Country Again,Thomas Rhett,71,71,11
2021-07-24,72,Essence,Wizkid Featuring Justin Bieber & Tems,82,72,2
2021-07-24,73,Waves,Luke Bryan,74,73,4
2021-07-24,74,Breaking Up Was Easy In The 90's,Sam Hunt,70,32,20
2021-07-24,75,Hats Off,"Lil Baby, Lil Durk & Travis Scott",67,16,6
2021-07-24,76,Brutal,Olivia Rodrigo,68,12,8
2021-07-24,77,Fiel,"Los Legendarios, Wisin & Jhay Cortez",72,62,5
2021-07-24,78,The Jackie,Bas With J. Cole & Lil TJay,,78,1
2021-07-24,79,Come Through,H.E.R. Featuring Chris Brown,79,64,6
2021-07-24,80,Twerkulator,City Girls,80,51,6
2021-07-24,81,Tombstone,Rod Wave,85,11,16
2021-07-24,82,Minimum Wage,Blake Shelton,76,67,10
2021-07-24,83,A-O-K,Tai Verdes,83,83,2
2021-07-24,84,Build A Bitch,Bella Poarch,69,56,9
2021-07-24,85,I Was On A Boat That Day,Old Dominion,91,85,2
2021-07-24,86,Follow You,Imagine Dragons,77,68,15
2021-07-24,87,"Jealousy, Jealousy",Olivia Rodrigo,78,24,8
2021-07-24,88,Working,Tate McRae X Khalid,93,88,4
2021-07-24,89,Volando,"Mora, Bad Bunny & Sech",,89,1
2021-07-24,90,My Boy,Elvie Shane,88,88,3
2021-07-24,91,You Should Probably Leave,Chris Stapleton,90,90,2
2021-07-24,92,4 Da Gang,42 Dugg & Roddy Ricch,84,67,14
2021-07-24,93,transparentsoul,Willow Featuring Travis Barker,89,76,5
2021-07-24,94,De Museo,Bad Bunny,,94,1
2021-07-24,95,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,95,2
2021-07-24,96,Wasting Time,Brent Faiyaz Featuring Drake,49,49,2
2021-07-24,97,All I Know So Far,P!nk,96,74,5
2021-07-24,98,Outside,MO3 X OG Bobby Billions,92,92,4
2021-07-24,99,Miss The Rage,Trippie Redd & Playboi Carti,94,11,10
2021-07-24,100,Next Girl,Carly Pearce,,100,1
2021-07-17,1,Butter,BTS,1,1,7
2021-07-17,2,Good 4 U,Olivia Rodrigo,2,1,8
2021-07-17,3,Levitating,Dua Lipa Featuring DaBaby,4,2,40
2021-07-17,4,Kiss Me More,Doja Cat Featuring SZA,3,3,13
2021-07-17,5,Montero (Call Me By Your Name),Lil Nas X,8,1,15
2021-07-17,6,Bad Habits,Ed Sheeran,5,5,2
2021-07-17,7,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6,1,18
2021-07-17,8,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,7,1,16
2021-07-17,9,Save Your Tears,The Weeknd & Ariana Grande,9,1,30
2021-07-17,10,Deja Vu,Olivia Rodrigo,10,3,14
2021-07-17,11,Astronaut In The Ocean,Masked Wolf,12,6,21
2021-07-17,12,Rapstar,Polo G,13,1,13
2021-07-17,13,You Right,Doja Cat & The Weeknd,11,11,2
2021-07-17,14,Am I The Only One,Aaron Lewis,,14,1
2021-07-17,15,Blinding Lights,The Weeknd,18,1,83
2021-07-17,16,Without You,The Kid LAROI,15,8,31
2021-07-17,17,Thot Shit,Megan Thee Stallion,16,16,4
2021-07-17,18,Forever After All,Luke Combs,19,2,37
2021-07-17,19,Heartbreak Anniversary,Giveon,20,16,21
2021-07-17,20,Fancy Like,Walker Hayes,34,20,3
2021-07-17,21,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,28,20,10
2021-07-17,22,Famous Friends,Chris Young + Kane Brown,21,21,15
2021-07-17,23,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,17,13,18
2021-07-17,24,Best Friend,Saweetie Featuring Doja Cat,22,14,26
2021-07-17,25,Lil Bit,Nelly & Florida Georgia Line,23,23,16
2021-07-17,26,Single Saturday Night,Cole Swindell,53,26,10
2021-07-17,27,Heat Waves,Glass Animals,25,19,25
2021-07-17,28,Leave Before You Love Me,Marshmello X Jonas Brothers,31,28,7
2021-07-17,29,Wants And Needs,Drake Featuring Lil Baby,26,2,18
2021-07-17,30,Yonaguni,Bad Bunny,27,10,5
2021-07-17,31,Blame It On You,Jason Aldean,35,31,11
2021-07-17,32,Late At Night,Roddy Ricch,33,20,5
2021-07-17,33,Drivers License,Olivia Rodrigo,29,1,26
2021-07-17,34,Telepatia,Kali Uchis,30,25,20
2021-07-17,35,Glad You Exist,Dan + Shay,54,35,22
2021-07-17,36,Mood,24kGoldn Featuring iann dior,37,1,48
2021-07-17,37,Wockesha,Moneybagg Yo,44,33,11
2021-07-17,38,Traitor,Olivia Rodrigo,39,9,7
2021-07-17,39,Todo de Ti,Rauw Alejandro,32,32,6
2021-07-17,40,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,50,40,6
2021-07-17,41,Ain't Shit,Doja Cat,24,24,2
2021-07-17,42,pov,Ariana Grande,36,27,18
2021-07-17,43,My Ex's Best Friend,Machine Gun Kelly X blackbear,43,20,47
2021-07-17,44,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",14,14,2
2021-07-17,45,Calling My Phone,Lil Tjay Featuring 6LACK,46,3,21
2021-07-17,46,Beggin',Maneskin,78,46,2
2021-07-17,47,Ball If I Want To,DaBaby,56,39,3
2021-07-17,48,Gone,Dierks Bentley,38,26,17
2021-07-17,49,Wasting Time,Brent Faiyaz Featuring Drake,,49,1
2021-07-17,50,Red Light Green Light,DaBaby,51,50,2
2021-07-17,51,Things A Man Oughta Know,Lainey Wilson,70,51,8
2021-07-17,52,Favorite Crime,Olivia Rodrigo,62,16,7
2021-07-17,53,Settling Down,Miranda Lambert,52,41,17
2021-07-17,54,Way Less Sad,AJR,64,54,11
2021-07-17,55,Straightenin,Migos,61,23,8
2021-07-17,56,Ski,Young Thug & Gunna,63,18,12
2021-07-17,57,AM,Nio Garcia X J Balvin X Bad Bunny,41,41,2
2021-07-17,58,Arcade,Duncan Laurence,69,58,13
2021-07-17,59,Happier,Olivia Rodrigo,58,15,7
2021-07-17,60,You,Regard x Troye Sivan x Tate McRae,75,60,4
2021-07-17,61,my.life,"J. Cole, 21 Savage & Morray",65,2,8
2021-07-17,62,Chasing After You,Ryan Hurd With Maren Morris,77,62,10
2021-07-17,63,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,76,63,11
2021-07-17,64,Need To Know,Doja Cat,49,38,4
2021-07-17,65,Track Star,Mooski,71,31,20
2021-07-17,66,One Too Many,Keith Urban Duet With P!nk,74,62,30
2021-07-17,67,Hats Off,"Lil Baby, Lil Durk & Travis Scott",72,16,5
2021-07-17,68,Brutal,Olivia Rodrigo,73,12,7
2021-07-17,69,Build A Bitch,Bella Poarch,67,56,8
2021-07-17,70,Breaking Up Was Easy In The 90's,Sam Hunt,79,32,19
2021-07-17,71,Country Again,Thomas Rhett,86,71,10
2021-07-17,72,Fiel,"Los Legendarios, Wisin & Jhay Cortez",81,62,4
2021-07-17,73,Renegade,Big Red Machine Featuring Taylor Swift,,73,1
2021-07-17,74,Waves,Luke Bryan,94,74,3
2021-07-17,75,We Didn't Have Much,Justin Moore,87,75,3
2021-07-17,76,Minimum Wage,Blake Shelton,80,67,9
2021-07-17,77,Follow You,Imagine Dragons,90,68,14
2021-07-17,78,"Jealousy, Jealousy",Olivia Rodrigo,89,24,7
2021-07-17,79,Come Through,H.E.R. Featuring Chris Brown,91,64,5
2021-07-17,80,Twerkulator,City Girls,96,51,5
2021-07-17,81,Cry No More,G Herbo Featuring Polo G & Lil Tjay,,81,1
2021-07-17,82,Essence,Wizkid Featuring Tems,,82,1
2021-07-17,83,A-O-K,Tai Verdes,,83,1
2021-07-17,84,4 Da Gang,42 Dugg & Roddy Ricch,92,67,13
2021-07-17,85,Tombstone,Rod Wave,97,11,15
2021-07-17,86,Made For You,Jake Owen,83,32,20
2021-07-17,87,Having Our Way,Migos Featuring Drake,82,15,4
2021-07-17,88,My Boy,Elvie Shane,,88,2
2021-07-17,89,transparentsoul,Willow Featuring Travis Barker,85,76,4
2021-07-17,90,You Should Probably Leave,Chris Stapleton,,90,1
2021-07-17,91,I Was On A Boat That Day,Old Dominion,,91,1
2021-07-17,92,Outside,MO3 X OG Bobby Billions,,92,3
2021-07-17,93,Working,Tate McRae X Khalid,100,93,3
2021-07-17,94,Miss The Rage,Trippie Redd & Playboi Carti,98,11,9
2021-07-17,95,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,95,1
2021-07-17,96,All I Know So Far,P!nk,,74,4
2021-07-17,97,What's Next,Drake,,1,16
2021-07-17,98,Enough For You,Olivia Rodrigo,,14,6
2021-07-17,99,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",40,40,2
2021-07-17,100,Tell Em,Cochise & $NOT,,64,4
2021-07-10,1,Butter,BTS,1,1,6
2021-07-10,2,Good 4 U,Olivia Rodrigo,2,1,7
2021-07-10,3,Kiss Me More,Doja Cat Featuring SZA,4,3,12
2021-07-10,4,Levitating,Dua Lipa Featuring DaBaby,3,2,39
2021-07-10,5,Bad Habits,Ed Sheeran,,5,1
2021-07-10,6,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6,1,17
2021-07-10,7,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,5,1,15
2021-07-10,8,Montero (Call Me By Your Name),Lil Nas X,8,1,14
2021-07-10,9,Save Your Tears,The Weeknd & Ariana Grande,7,1,29
2021-07-10,10,Deja Vu,Olivia Rodrigo,9,3,13
2021-07-10,11,You Right,Doja Cat & The Weeknd,,11,1
2021-07-10,12,Astronaut In The Ocean,Masked Wolf,10,6,20
2021-07-10,13,Rapstar,Polo G,11,1,12
2021-07-10,14,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",,14,1
2021-07-10,15,Without You,The Kid LAROI,14,8,30
2021-07-10,16,Thot Shit,Megan Thee Stallion,17,16,3
2021-07-10,17,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,13,17
2021-07-10,18,Blinding Lights,The Weeknd,15,1,82
2021-07-10,19,Forever After All,Luke Combs,12,2,36
2021-07-10,20,Heartbreak Anniversary,Giveon,16,16,20
2021-07-10,21,Famous Friends,Chris Young + Kane Brown,21,21,14
2021-07-10,22,Best Friend,Saweetie Featuring Doja Cat,18,14,25
2021-07-10,23,Lil Bit,Nelly & Florida Georgia Line,24,23,15
2021-07-10,24,Ain't Shit,Doja Cat,,24,1
2021-07-10,25,Heat Waves,Glass Animals,19,19,24
2021-07-10,26,Wants And Needs,Drake Featuring Lil Baby,20,2,17
2021-07-10,27,Yonaguni,Bad Bunny,22,10,4
2021-07-10,28,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,30,20,9
2021-07-10,29,Drivers License,Olivia Rodrigo,23,1,25
2021-07-10,30,Telepatia,Kali Uchis,25,25,19
2021-07-10,31,Leave Before You Love Me,Marshmello X Jonas Brothers,37,31,6
2021-07-10,32,Todo de Ti,Rauw Alejandro,36,32,5
2021-07-10,33,Late At Night,Roddy Ricch,32,20,4
2021-07-10,34,Fancy Like,Walker Hayes,51,34,2
2021-07-10,35,Blame It On You,Jason Aldean,34,34,10
2021-07-10,36,pov,Ariana Grande,27,27,17
2021-07-10,37,Mood,24kGoldn Featuring iann dior,29,1,47
2021-07-10,38,Gone,Dierks Bentley,26,26,16
2021-07-10,39,Traitor,Olivia Rodrigo,28,9,6
